,birth,death,gender,level1_main_occ,name,un_subregion,bigperiod_birth_graph_b,level2_main_occ,level2_second_occ,level3_main_occ,citizenship_1_b,area1_of_rattachment,un_region
330,1962.0,,Male,Sports/Games,RenÃ©_Bielke,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,hockey,Germany,Germany,Europe
331,1709.0,1738.0,Male,Discovery/Science,Johann_Bartsch,Western Europe,3.Early Modern Period 1501-1750AD,Academia,Missing,botanist,Germany,Old_(before_year_1990_AD)_Germany,Europe
332,1960.0,,Male,Sports/Games,Ewald_Roth,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,karate,Austria,Austria,Europe
333,1954.0,2017.0,Male,Culture,Mojo_Mendiola,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Culture-periphery,painter,Germany,Germany,Europe
334,1955.0,,Male,Culture,Ralph_Morgenstern,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Culture-periphery,actor,Germany,Germany,Europe
335,1971.0,,Male,Culture,Patrick_Bialdyga,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,theatre,Germany,Germany,Europe
336,1932.0,2011.0,Male,Culture,Konrad_Kohlhammer,Western Europe,5.Contemporary period 1901-2020AD,Culture-periphery,Missing,publisher,Germany,Germany,Europe
337,1922.0,2008.0,Male,Culture,Page_Cavanaugh,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,pianist,US,US,America
338,1965.0,,Female,Culture,Angie_Westhoff,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,writer,Germany,Germany,Europe
339,1951.0,,Male,Discovery/Science,Duncan_Haldane,Western Europe,5.Contemporary period 1901-2020AD,Academia,Missing,physicist,United_Kingdom,United_Kingdom,Europe
340,1963.0,,Male,Sports/Games,Jens-Peter_Berndt,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,swimmer,Germany,Germany,Europe
341,1888.0,1959.0,Female,Culture,Mechthildis_Thein,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Missing,actor,Germany,Old_(before_year_1990_AD)_Germany,Europe
342,1664.0,1742.0,Male,Culture,Johann_Christoph_von_Naumann,Western Europe,3.Early Modern Period 1501-1750AD,Culture-periphery,Military,architect,Germany,Old_(before_year_1990_AD)_Germany,Europe
343,1926.0,2010.0,Male,Leadership,Aldo_Maria_LazzarÃ­n_Stella,Southern Europe,5.Contemporary period 1901-2020AD,Religious,Missing,priest,Italy,Italy,Europe
344,1884.0,1966.0,Male,Discovery/Science,Richard_G._Salomon,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Religious,medievalist,Germany,Old_(before_year_1990_AD)_Germany,Europe
345,1947.0,,Male,Leadership,RyÅji_ChÅ«bachi,Eastern Asia,5.Contemporary period 1901-2020AD,Corporate/Executive/Business (large),Missing,entrepreneur,Japan,Japan,Asia
346,1984.0,,Male,Sports/Games,Dustin_Johnson,Northern America,5.Contemporary period 1901-2020AD,Sports/Games,Missing,golf,US,US,America
347,1962.0,,Male,Leadership,GÃ¡bor_Fodor_(politician),Eastern Europe,5.Contemporary period 1901-2020AD,Politics,Missing,politician,Hungary,Hungary,Europe
348,1958.0,,Male,Discovery/Science,Ludger_KÃ¼hnhardt,Western Europe,5.Contemporary period 1901-2020AD,Academia,Politics,professor,Germany,Germany,Europe
349,1943.0,2008.0,Male,Culture,GÃ©za_Fodor_(philosopher),Eastern Europe,5.Contemporary period 1901-2020AD,Culture-core,Academia,literary,Hungary,Hungary,Europe
350,1901.0,1982.0,Male,Discovery/Science,Walter_Weizel,Western Europe,5.Contemporary period 1901-2020AD,Academia,Politics,physicist,Germany,Old_(before_year_1990_AD)_Germany,Europe
351,1945.0,,Male,Leadership,IstvÃ¡n_Fodor,Eastern Europe,5.Contemporary period 1901-2020AD,Politics,Missing,politician,Hungary,Hungary,Europe
352,1789.0,1870.0,Female,Culture,JosÃ©phine_Fodor,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Missing,opera,France,France,Europe
353,1976.0,,Female,Culture,Tamara_Bach,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,writer,Germany,Germany,Europe
354,385.0,433.0,Male,Leadership,Dharmaká¹£ema,Eastern Asia,1.Ancient History Before 500AD,Religious,Worker/Business (small),monk,China,Old_(before_year_1949_AD)_China,Asia
355,1751.0,1828.0,Male,Culture,Josephus_Andreas_Fodor,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Missing,composer,Netherlands,Netherlands,Europe
356,1963.0,,Male,Discovery/Science,Udo_Weilacher,Western Europe,5.Contemporary period 1901-2020AD,Academia,Culture-periphery,academic,Germany,Germany,Europe
357,1947.0,,Male,Leadership,Lajos_Fodor,Eastern Europe,5.Contemporary period 1901-2020AD,Politics,Administration/Law,politician,Hungary,Hungary,Europe
358,1958.0,,Female,Leadership,Marion_Schick,Western Europe,5.Contemporary period 1901-2020AD,Politics,Academia,politician,Germany,Germany,Europe
359,1843.0,1925.0,Male,Discovery/Science,Townshend_Stith_Brandegee,Northern America,4.Mid Modern Period 1751-1900AD,Academia,Culture-core,botanist,US,US,America
360,1969.0,2004.0,Male,Leadership,Abu_Anas_al-Shami,Western Asia (Middle East Caucasus),5.Contemporary period 1901-2020AD,Politics,Culture-core,militant,Kuwait,Kuwait,Asia
361,1983.0,,Female,Discovery/Science,Kathrin_Kadelbach,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,sailor,Germany,Germany,Europe
362,1953.0,,Female,Culture,Eva_Jancak,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Academia,writer,Austria,Austria,Europe
363,1961.0,,Male,Culture,Jan_Koemmet,Western Europe,5.Contemporary period 1901-2020AD,Culture-periphery,Culture-core,designer,Germany,Germany,Europe
364,1691.0,1753.0,Male,Leadership,Willem_Frans_Cox,Western Europe,3.Early Modern Period 1501-1750AD,Religious,Missing,priest,Germany,Old_(before_year_1990_AD)_Germany,Europe
365,1957.0,,Male,Culture,Jan_Esche,Western Europe,5.Contemporary period 1901-2020AD,Culture-periphery,Culture-core,journalist,Germany,Germany,Europe
366,1969.0,,Female,Culture,Susanne_Stichler,Western Europe,5.Contemporary period 1901-2020AD,Culture-periphery,Missing,presenter,Germany,Germany,Europe
367,1964.0,,Male,Sports/Games,Andreas_Wessels,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Germany,Germany,Europe
368,1907.0,1974.0,Female,Culture,Ruth_Abramovitsch_Sorel,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,choreographer,Germany,Old_(before_year_1990_AD)_Germany,Europe
369,1965.0,,Female,Culture,Meral_Perin,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Germany,Germany,Europe
370,1958.0,,Male,Culture,Thomas_Duis,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Academia,pianist,Germany,Germany,Europe
371,1775.0,1852.0,Male,Culture,Johann_Jakob_Dorner_the_Younger,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Culture-periphery,painter,Germany,Old_(before_year_1990_AD)_Germany,Europe
372,1945.0,,Male,Culture,Wolfgang_SchÃ¤fer,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Academia,conductor,Germany,Germany,Europe
373,1970.0,,Male,Other,Markus_Hess,Western Europe,5.Contemporary period 1901-2020AD,Other,Military,hacker,Germany,Germany,Europe
374,1861.0,1930.0,Male,Culture,Johannes_Gillhoff,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Academia,writer,Germany,Old_(before_year_1990_AD)_Germany,Europe
375,1881.0,1959.0,Male,Discovery/Science,Richard_Laqueur,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Missing,historian,Germany,Old_(before_year_1990_AD)_Germany,Europe
376,1983.0,,Female,Sports/Games,Katalin_Fogl,Eastern Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Hungary,Hungary,Europe
377,1897.0,1971.0,Male,Sports/Games,JÃ³zsef_Fogl,Eastern Europe,4.Mid Modern Period 1751-1900AD,Sports/Games,Missing,football,Hungary,Hungary,Europe
378,1925.0,1986.0,Male,Culture,Sammy_Drechsel,Western Europe,5.Contemporary period 1901-2020AD,Culture-periphery,Culture-core,presenter,Germany,Old_(before_year_1990_AD)_Germany,Europe
379,1974.0,,Male,Sports/Games,Vincent_Lange,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Culture-core,volleyball,Germany,Germany,Europe
380,1952.0,2020.0,Male,Culture,Wolfram_Lorenzen,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,pianist,Germany,Germany,Europe
381,1939.0,,Male,Leadership,Wolf_Bauer,Western Europe,5.Contemporary period 1901-2020AD,Politics,Academia,politician,Germany,Germany,Europe
382,,,Male,Leadership,Gyaincain_Norbu_(politician),Eastern Asia,,Politics,Missing,politician,China,China,Asia
383,1937.0,1978.0,Male,Culture,Peter_Vogel_(actor),Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Germany,Old_(before_year_1990_AD)_Germany,Europe
384,1785.0,1880.0,Male,Discovery/Science,Johann_Nepomuk_von_Ringseis,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Missing,physician,Germany,Old_(before_year_1990_AD)_Germany,Europe
385,1473.0,1536.0,Female,Leadership,Margaret_of_Foix-Candale,Western Europe,2.Post-Classical History 501-1500AD,Nobility,Family,earl,United_Kingdom,United_Kingdom,Europe
386,1953.0,,Male,Other,Thomas_Wolf_(criminal),Western Europe,5.Contemporary period 1901-2020AD,Other,Corporate/Executive/Business (large),criminal,Germany,Germany,Europe
387,1903.0,1984.0,Male,Leadership,Karl_Smidt,Western Europe,5.Contemporary period 1901-2020AD,Military,Politics,naval,Germany,Old_(before_year_1990_AD)_Germany,Europe
388,1453.0,1486.0,Female,Leadership,Margaret_of_Foix,Western Europe,2.Post-Classical History 501-1500AD,Nobility,Family,duchess,France,France,Europe
389,1949.0,,Male,Leadership,Paul_SchÃ¤fer_(politician),Western Europe,5.Contemporary period 1901-2020AD,Politics,Administration/Law,politician,Germany,Germany,Europe
390,1864.0,1943.0,Male,Discovery/Science,Willy_Wolterstorff,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Missing,palaeontologist,Germany,Old_(before_year_1990_AD)_Germany,Europe
391,1608.0,1655.0,Male,Discovery/Science,Joachim_LÃ¼tkemann,Western Europe,3.Early Modern Period 1501-1750AD,Academia,Culture-core,theologian,Germany,Old_(before_year_1990_AD)_Germany,Europe
392,1933.0,2005.0,Male,Culture,Michael_Chevalier,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Germany,Germany,Europe
393,1793.0,1843.0,Male,Leadership,Mortimer_von_Maltzan,Western Europe,4.Mid Modern Period 1751-1900AD,Administration/Law,Politics,diplomat,Germany,Old_(before_year_1990_AD)_Germany,Europe
394,1966.0,,Male,Sports/Games,Rudi_Lorch,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Germany,Germany,Europe
395,1889.0,1963.0,Male,Culture,Wilhelm_Riphahn,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-periphery,Missing,architect,Germany,Old_(before_year_1990_AD)_Germany,Europe
396,1908.0,1988.0,Male,Culture,Johannes_Steele,Western Europe,5.Contemporary period 1901-2020AD,Culture-periphery,Military,journalist,Germany,Old_(before_year_1990_AD)_Germany,Europe
397,1955.0,,Female,Culture,Petra_Gerster,Western Europe,5.Contemporary period 1901-2020AD,Culture-periphery,Missing,presenter,Germany,Germany,Europe
398,1933.0,,Male,Culture,Michael_Heltau,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Germany,Germany,Europe
399,1670.0,1738.0,Male,Culture,Johann_Salver,Western Europe,3.Early Modern Period 1501-1750AD,Culture-core,Family,writer,Germany,Old_(before_year_1990_AD)_Germany,Europe
400,1917.0,2014.0,Female,Culture,Ingeborg_von_Kusserow,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Germany,Germany,Europe
401,1965.0,,Male,Culture,Xie_Shaoguang,SouthEast Asia,5.Contemporary period 1901-2020AD,Culture-core,Culture-periphery,actor,Singapore,Singapore,Asia
402,1954.0,,Male,Sports/Games,Joachim_Busse,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,jumper,Germany,Germany,Europe
403,1917.0,2008.0,Male,Discovery/Science,Werner_Dahm,Western Europe,5.Contemporary period 1901-2020AD,Academia,Worker/Business (small),aerospace,Germany,Germany,Europe
404,1965.0,,Female,Culture,Simone_Thomalla,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Germany,Germany,Europe
405,1985.0,,Female,Sports/Games,Sarah_Zierhut,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,basket,Germany,Germany,Europe
406,1956.0,,Male,Sports/Games,Matthias_Strauss,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Academia,basket,Germany,Germany,Europe
407,1927.0,2006.0,Male,Leadership,Sigisbert_Kraft,Western Europe,5.Contemporary period 1901-2020AD,Religious,Missing,priest,Germany,Germany,Europe
408,1715.0,1806.0,Male,Leadership,JÃ¡nos_Fonovich,Eastern Europe,3.Early Modern Period 1501-1750AD,Religious,Academia,religious,Hungary,Hungary,Europe
409,1978.0,,Male,Sports/Games,Fonsi_Nieto,Southern Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,racer,Spain,Spain,Europe
410,1967.0,,Female,Sports/Games,Sabine_Huth,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,curler,Germany,Germany,Europe
411,1965.0,,Male,Culture,Toshihiko_Kobayashi,Eastern Asia,5.Contemporary period 1901-2020AD,Culture-core,Culture-periphery,manga,Japan,Japan,Asia
412,1880.0,1946.0,Male,Discovery/Science,Waldemar_Petersen,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Corporate/Executive/Business (large),academic,Germany,Old_(before_year_1990_AD)_Germany,Europe
413,1822.0,1876.0,Male,Discovery/Science,Martin_Faustmann,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Worker/Business (small),scientist,Germany,Old_(before_year_1990_AD)_Germany,Europe
414,1848.0,1911.0,Male,Discovery/Science,Max_Conrat,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Culture-core,historian,Germany,Old_(before_year_1990_AD)_Germany,Europe
415,1881.0,1972.0,Male,Discovery/Science,Albert_FonÃ³,Eastern Europe,4.Mid Modern Period 1751-1900AD,Explorer/Inventor/Developer,Missing,engineer,Hungary,Hungary,Europe
416,1843.0,1927.0,Male,Discovery/Science,Moritz_Fleischer,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Missing,chemist,Germany,Old_(before_year_1990_AD)_Germany,Europe
417,1805.0,1859.0,Male,Leadership,Karl_Otto_von_Raumer,Western Europe,4.Mid Modern Period 1751-1900AD,Politics,Administration/Law,politician,Germany,Old_(before_year_1990_AD)_Germany,Europe
418,1861.0,1941.0,Male,Discovery/Science,Johannes_Boehlau,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Missing,art_historian,Germany,Old_(before_year_1990_AD)_Germany,Europe
419,1982.0,,Male,Sports/Games,Giovane_Alves_da_Silva,South America,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Brazil,Brazil,America
420,1842.0,1913.0,Male,Discovery/Science,Armin_Baltzer,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Missing,mineralogist,Switzerland,Switzerland,Europe
421,1840.0,1925.0,Male,Culture,Konrad_Dollinger,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-periphery,Academia,architect,Germany,Old_(before_year_1990_AD)_Germany,Europe
422,1757.0,1837.0,Male,Discovery/Science,Reinhard_Woltman,Western Europe,4.Mid Modern Period 1751-1900AD,Explorer/Inventor/Developer,Missing,engineer,Germany,Old_(before_year_1990_AD)_Germany,Europe
423,1979.0,,Male,Sports/Games,Shelley_Duncan,Northern America,5.Contemporary period 1901-2020AD,Sports/Games,Missing,baseball,US,US,America
424,1818.0,1899.0,Male,Culture,Joseph_von_Egle,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-periphery,Administration/Law,architect,Germany,Old_(before_year_1990_AD)_Germany,Europe
425,1864.0,1928.0,Male,Discovery/Science,Paul_GÃ¶hre,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Religious,theologian,Germany,Old_(before_year_1990_AD)_Germany,Europe
426,1863.0,1929.0,Male,Culture,Wilibald_Nagel,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Academia,music,Germany,Old_(before_year_1990_AD)_Germany,Europe
427,1963.0,,Male,Sports/Games,Trey_Hillman,Northern America,5.Contemporary period 1901-2020AD,Sports/Games,Corporate/Executive/Business (large),baseball,US,US,America
428,1807.0,1874.0,Male,Discovery/Science,Karl_Ludwig_Grotefend,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Worker/Business (small),historian,Germany,Old_(before_year_1990_AD)_Germany,Europe
429,1845.0,1926.0,Male,Leadership,August_Keim,Western Europe,4.Mid Modern Period 1751-1900AD,Military,Missing,officer,Germany,Old_(before_year_1990_AD)_Germany,Europe
430,1839.0,1920.0,Male,Discovery/Science,Otto_Willmann,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Missing,education,Germany,Old_(before_year_1990_AD)_Germany,Europe
431,1952.0,,Male,Culture,AndrÃ¡s_ForgÃ¡ch,Eastern Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,screenwriter,Hungary,Hungary,Europe
432,1530.0,1577.0,Male,Leadership,"Ferenc_ForgÃ¡ch,_Bishop_of_VÃ¡rad",Eastern Europe,3.Early Modern Period 1501-1750AD,Religious,Missing,priest,Hungary,Hungary,Europe
433,1862.0,1939.0,Male,Culture,Max_Mendheim,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Culture-periphery,literary,Germany,Old_(before_year_1990_AD)_Germany,Europe
434,1946.0,,Male,Leadership,Otmar_Bernhard,Western Europe,5.Contemporary period 1901-2020AD,Politics,Missing,politician,Germany,Germany,Europe
435,1677.0,1746.0,Male,Leadership,PÃ¡l_ForgÃ¡ch_il_vecchio,Eastern Europe,3.Early Modern Period 1501-1750AD,Religious,Nobility,presbyter,Hungary,Hungary,Europe
436,1985.0,,Male,Sports/Games,AndrÃ¡s_ForgÃ¡cs,Eastern Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Hungary,Hungary,Europe
437,1920.0,1969.0,Male,Culture,Stanislav_Ledinek,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Germany,Old_(before_year_1990_AD)_Germany,Europe
438,1949.0,,Male,Leadership,Imre_ForgÃ¡cs,Eastern Europe,5.Contemporary period 1901-2020AD,Politics,Administration/Law,politician,Hungary,Hungary,Europe
439,1948.0,,Male,Discovery/Science,Reinhard_ErÃ¶s,Western Europe,5.Contemporary period 1901-2020AD,Academia,Military,physician,Germany,Germany,Europe
440,1892.0,1939.0,Male,Leadership,Masao_Nakamura,Eastern Asia,4.Mid Modern Period 1751-1900AD,Military,Nobility,militar,Japan,Old_(before_year_1947_AD)_Japan,Asia
441,1926.0,2010.0,Male,Culture,Peer_Schmidt,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Germany,Germany,Europe
442,1901.0,1971.0,Male,Leadership,Reinhold_Rehs,Western Europe,5.Contemporary period 1901-2020AD,Politics,Administration/Law,politician,Germany,Old_(before_year_1990_AD)_Germany,Europe
443,1856.0,1941.0,Male,Culture,Arthur_KrauÃneck,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Missing,actor,Germany,Old_(before_year_1990_AD)_Germany,Europe
444,1983.0,,Male,Sports/Games,Patrick_Kohlmann,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Germany,Germany,Europe
445,1790.0,1873.0,Male,Leadership,Theodore_Erasmus_Hilgard,Western Europe,4.Mid Modern Period 1751-1900AD,Administration/Law,Worker/Business (small),judge,Germany,Old_(before_year_1990_AD)_Germany,Europe
446,1819.0,1868.0,Female,Leadership,Anna_of_Stolberg-Wernigerode,Western Europe,4.Mid Modern Period 1751-1900AD,Nobility,Religious,noble,Germany,Old_(before_year_1990_AD)_Germany,Europe
447,1912.0,1974.0,Female,Culture,Ursula_Herking,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Germany,Old_(before_year_1990_AD)_Germany,Europe
448,1972.0,,Male,Sports/Games,Marco_Grimm,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Germany,Germany,Europe
449,1989.0,,Male,Sports/Games,Sebastian_Enderle,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Germany,Germany,Europe
450,1943.0,,Male,Sports/Games,Jochen_MeiÃner,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,rower,Germany,Germany,Europe
451,1828.0,1901.0,Male,Discovery/Science,Karl_G._Maeser,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Religious,theologian,Germany,Old_(before_year_1990_AD)_Germany,Europe
452,1913.0,2011.0,Male,Leadership,Arved_Deringer,Western Europe,5.Contemporary period 1901-2020AD,Administration/Law,Politics,lawyer,Germany,Germany,Europe
453,1973.0,,Male,Sports/Games,Attila_Forrai,Eastern Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Hungary,Hungary,Europe
454,1817.0,1875.0,Male,Leadership,Karl_von_Schmidt,Western Europe,4.Mid Modern Period 1751-1900AD,Military,Missing,soldier,Germany,Old_(before_year_1990_AD)_Germany,Europe
455,1970.0,,Male,Sports/Games,Werner_Hippler,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Germany,Germany,Europe
456,1959.0,,Male,Leadership,Prince_Oscar_of_Prussia_(born_1959),Western Europe,5.Contemporary period 1901-2020AD,Nobility,Politics,throne,Germany,Germany,Europe
457,1956.0,,Male,Discovery/Science,Joachim_Weimann,Western Europe,5.Contemporary period 1901-2020AD,Academia,Culture-core,economist,Germany,Germany,Europe
458,1921.0,1994.0,Male,Culture,Klaus_Fischer-Dieskau,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Religious,conductor,Germany,Germany,Europe
459,1997.0,,Female,Culture,Xu_Jiao,Eastern Asia,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,China,China,Asia
460,1962.0,,Male,Culture,Robert_Sigl,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,film,Germany,Germany,Europe
461,1442.0,1490.0,Male,Leadership,Wilhelm_von_Bibra,Western Europe,2.Post-Classical History 501-1500AD,Nobility,Administration/Law,,Germany,Old_(before_year_1990_AD)_Germany,Europe
462,1956.0,,Male,Culture,Leonard_Lansink,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Worker/Business (small),actor,Germany,Germany,Europe
463,1920.0,2005.0,Male,Sports/Games,Walter_Schock,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,driver,Germany,Germany,Europe
464,1944.0,,Male,Culture,Willi_Pohl,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Culture-periphery,screenwriter,Germany,Germany,Europe
465,1947.0,2012.0,Male,Discovery/Science,Manfred_Meurer_(gÃ©ographe),Western Europe,5.Contemporary period 1901-2020AD,Academia,Missing,professor,Germany,Germany,Europe
466,1490.0,1528.0,Male,Discovery/Science,Matthaeus_Fortunatus,Eastern Europe,2.Post-Classical History 501-1500AD,Academia,Missing,philologist,Hungary,Hungary,Europe
467,1860.0,1951.0,Male,Culture,Ludwig_Boslet,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Missing,organist,Germany,Old_(before_year_1990_AD)_Germany,Europe
468,1995.0,,Female,Sports/Games,Alisha_Ossowski,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,player,Germany,Germany,Europe
469,1962.0,2011.0,Male,Sports/Games,Bujorel_Mocanu,Eastern Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Romania,Romania,Europe
470,1986.0,,Female,Culture,Lara-Isabelle_Rentinck,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Culture-periphery,actor,Germany,Germany,Europe
471,1984.0,,Female,Culture,Judith_Park,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Culture-periphery,artist,Germany,Germany,Europe
472,1949.0,,Male,Discovery/Science,Michael_Mackensen,Western Europe,5.Contemporary period 1901-2020AD,Academia,Culture-periphery,archaeologist,Germany,Germany,Europe
473,1985.0,,Female,Sports/Games,Stefanie_Golla,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,player,Germany,Germany,Europe
474,1923.0,2010.0,Male,Culture,Walter_Buschhoff,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Germany,Germany,Europe
475,1794.0,1867.0,Male,Other,Johann_Gottlieb_Wolfsteller,Western Europe,4.Mid Modern Period 1751-1900AD,Worker/Business (small),Culture-core,organbuilder,Germany,Old_(before_year_1990_AD)_Germany,Europe
476,1948.0,,Male,Sports/Games,Jochi_Kleint,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,driver,Germany,Germany,Europe
477,1965.0,,Male,Culture,Matthias_Glasner,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,film,Germany,Germany,Europe
478,1726.0,1799.0,Male,Discovery/Science,Johann_Friedrich_Fischer,Western Europe,3.Early Modern Period 1501-1750AD,Academia,Culture-core,philologist,Germany,Old_(before_year_1990_AD)_Germany,Europe
479,1844.0,1910.0,Male,Culture,Wilhelm_Spemann,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-periphery,Missing,editor,Germany,Old_(before_year_1990_AD)_Germany,Europe
480,1940.0,,Male,Discovery/Science,Volker_Michael_Strocka,Western Europe,5.Contemporary period 1901-2020AD,Academia,Missing,art_historian,Germany,Old_(before_year_1990_AD)_Germany,Europe
481,1947.0,,Male,Discovery/Science,Michael_Welker,Western Europe,5.Contemporary period 1901-2020AD,Academia,Missing,theologian,Germany,Germany,Europe
482,1994.0,,Male,Culture,Sebastian_Wurth,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Sports/Games,singer,Germany,Germany,Europe
483,1978.0,,Male,Culture,Fran_Perea,Southern Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,singer,Spain,Spain,Europe
484,1909.0,2006.0,Male,Culture,Francesc_Mitjans,Southern Europe,5.Contemporary period 1901-2020AD,Culture-periphery,Missing,architect,Spain,Spain,Europe
485,1965.0,,Female,Culture,Frances_Ondiviela,Southern Europe,5.Contemporary period 1901-2020AD,Culture-core,Culture-periphery,actor,Spain,Spain,Europe
486,1900.0,1982.0,Male,Culture,Josef_Bergenthal,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Politics,writer,Germany,Old_(before_year_1990_AD)_Germany,Europe
487,1479.0,1539.0,Male,Leadership,Francesco_Chieregati,,2.Post-Classical History 501-1500AD,Religious,Administration/Law,priest,,Missing,
488,1984.0,,Male,Sports/Games,Francesco_Lodi,Southern Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Italy,Italy,Europe
489,1949.0,,Male,Sports/Games,Peter_Germer,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,wrestler,Germany,Germany,Europe
490,1957.0,,Male,Culture,Tom_Gerhardt,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,comedian,Germany,Germany,Europe
491,1809.0,1875.0,Male,Culture,Niclas_MÃ¼ller,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Missing,poet,Germany,Old_(before_year_1990_AD)_Germany,Europe
